offense,conference,penalty_type,total_penalties,total_yards,average_yards_per_penalty,AP_Rank,Coaches_Rank,CFP_Rank,Penalty_Category,penalty_enforced,penalty_declined_or_offset
E Michigan,MAC,Illegal Formation,1,0.0,0.0,,,,Procedural,0,1
E Michigan,MAC,Roughing the Passer,1,15.0,15.0,,,,Personal Foul,1,0
East Carolina,American,False Start,17,76.0,4.47,,,,Procedural,1,0
East Carolina,American,Holding,16,136.0,8.5,,,,Holding/Blocking,1,0
East Carolina,American,Other / Unclassified,8,138.0,17.25,,,,Other,1,0
East Carolina,American,Offside,7,54.0,7.71,,,,Procedural,1,0
East Carolina,American,Pass Interference,6,67.0,11.17,,,,Pass/Coverage,1,0
East Carolina,American,Delay of Game,4,17.0,4.25,,,,Procedural,1,0
East Carolina,American,Illegal Formation,2,8.0,4.0,,,,Procedural,1,0
East Carolina,American,Personal Foul,2,0.0,0.0,,,,Personal Foul,0,1
East Carolina,American,Unsportsmanlike Conduct,2,1.0,0.5,,,,Personal Foul,1,0
East Carolina,American,Face Mask,1,15.0,15.0,,,,Other,1,0
East Carolina,American,Roughing the Passer,1,50.0,50.0,,,,Personal Foul,1,0
FAU,American,False Start,18,90.0,5.0,,,,Procedural,1,0
FAU,American,Holding,12,104.0,8.67,,,,Holding/Blocking,1,0
FAU,American,Offside,9,43.0,4.78,,,,Procedural,1,0
FAU,American,Pass Interference,8,89.0,11.12,,,,Pass/Coverage,1,0
FAU,American,Other / Unclassified,6,60.0,10.0,,,,Other,1,0
FAU,American,Delay of Game,2,10.0,5.0,,,,Procedural,1,0
FAU,American,Personal Foul,2,64.0,32.0,,,,Personal Foul,1,0
FAU,American,Face Mask,1,15.0,15.0,,,,Other,1,0
FAU,American,Illegal Formation,1,0.0,0.0,,,,Procedural,0,1
FAU,American,Roughing the Passer,1,0.0,0.0,,,,Personal Foul,0,1
FAU,American,Targeting,1,15.0,15.0,,,,Personal Foul,1,0
FAU,American,Unsportsmanlike Conduct,1,15.0,15.0,,,,Personal Foul,1,0
FIU,CUSA,Holding,16,259.0,16.19,,,,Holding/Blocking,1,0
FIU,CUSA,False Start,11,55.0,5.0,,,,Procedural,1,0
FIU,CUSA,Other / Unclassified,10,173.0,17.3,,,,Other,1,0
FIU,CUSA,Delay of Game,7,35.0,5.0,,,,Procedural,1,0
FIU,CUSA,Personal Foul,6,68.0,11.33,,,,Personal Foul,1,0
FIU,CUSA,Face Mask,5,121.0,24.2,,,,Other,1,0
FIU,CUSA,Offside,4,10.0,2.5,,,,Procedural,1,0
FIU,CUSA,Roughing the Passer,4,60.0,15.0,,,,Personal Foul,1,0
FIU,CUSA,Unsportsmanlike Conduct,3,44.0,14.67,,,,Personal Foul,1,0
FIU,CUSA,Pass Interference,2,18.0,9.0,,,,Pass/Coverage,1,0
Florida,SEC,False Start,13,45.0,3.46,,,,Procedural,1,0
Florida,SEC,Holding,13,151.0,11.62,,,,Holding/Blocking,1,0
Florida,SEC,Offside,8,81.0,10.12,,,,Procedural,1,0
Florida,SEC,Pass Interference,6,71.0,11.83,,,,Pass/Coverage,1,0
Florida,SEC,Personal Foul,6,58.0,9.67,,,,Personal Foul,1,0
Florida,SEC,Delay of Game,3,15.0,5.0,,,,Procedural,1,0
Florida,SEC,Other / Unclassified,3,51.0,17.0,,,,Other,1,0
Florida,SEC,Targeting,2,7.0,3.5,,,,Personal Foul,1,0
Florida,SEC,Unsportsmanlike Conduct,2,57.0,28.5,,,,Personal Foul,1,0
Florida,SEC,Face Mask,1,15.0,15.0,,,,Other,1,0
Florida,SEC,Illegal Formation,1,20.0,20.0,,,,Procedural,1,0
Florida,SEC,Roughing the Passer,1,15.0,15.0,,,,Personal Foul,1,0
Florida State,ACC,Personal Foul,12,64.0,5.33,,,,Personal Foul,1,0
Florida State,ACC,Other / Unclassified,10,77.0,7.7,,,,Other,1,0
Florida State,ACC,False Start,9,30.0,3.33,,,,Procedural,1,0
Florida State,ACC,Holding,8,92.0,11.5,,,,Holding/Blocking,1,0
Florida State,ACC,Pass Interference,8,99.0,12.38,,,,Pass/Coverage,1,0
Florida State,ACC,Delay of Game,4,20.0,5.0,,,,Procedural,1,0
Florida State,ACC,Offside,4,5.0,1.25,,,,Procedural,1,0
Florida State,ACC,Targeting,1,0.0,0.0,,,,Personal Foul,0,1
Florida State,ACC,Unsportsmanlike Conduct,1,0.0,0.0,,,,Personal Foul,0,1
Fresno State,MWC,Holding,23,160.0,6.96,,,,Holding/Blocking,1,0
Fresno State,MWC,False Start,14,74.0,5.29,,,,Procedural,1,0
Fresno State,MWC,Other / Unclassified,7,38.0,5.43,,,,Other,1,0
Fresno State,MWC,Unsportsmanlike Conduct,5,50.0,10.0,,,,Personal Foul,1,0
Fresno State,MWC,Pass Interference,4,56.0,14.0,,,,Pass/Coverage,1,0
Fresno State,MWC,Delay of Game,3,15.0,5.0,,,,Procedural,1,0
Fresno State,MWC,Face Mask,3,39.0,13.0,,,,Other,1,0
Fresno State,MWC,Personal Foul,3,34.0,11.33,,,,Personal Foul,1,0
Fresno State,MWC,Roughing the Passer,3,30.0,10.0,,,,Personal Foul,1,0
Georgia,SEC,Holding,14,96.0,6.86,5.0,5.0,5.0,Holding/Blocking,1,0
Georgia,SEC,Pass Interference,8,72.0,9.0,5.0,5.0,5.0,Pass/Coverage,1,0
Georgia,SEC,Other / Unclassified,6,34.0,5.67,5.0,5.0,5.0,Other,1,0
Georgia,SEC,False Start,5,25.0,5.0,5.0,5.0,5.0,Procedural,1,0
Georgia,SEC,Offside,5,22.0,4.4,5.0,5.0,5.0,Procedural,1,0
Georgia,SEC,Personal Foul,5,5.0,1.0,5.0,5.0,5.0,Personal Foul,1,0
Georgia,SEC,Delay of Game,3,10.0,3.33,5.0,5.0,5.0,Procedural,1,0
Georgia,SEC,Roughing,1,15.0,15.0,5.0,5.0,5.0,Personal Foul,1,0
Georgia,SEC,Targeting,1,15.0,15.0,5.0,5.0,5.0,Personal Foul,1,0
Georgia Southern,SBC,Other / Unclassified,18,151.0,8.39,,,,Other,1,0
Georgia Southern,SBC,Holding,15,234.0,15.6,,,,Holding/Blocking,1,0
Georgia Southern,SBC,False Start,6,30.0,5.0,,,,Procedural,1,0
Georgia Southern,SBC,Pass Interference,6,71.0,11.83,,,,Pass/Coverage,1,0
Georgia Southern,SBC,Offside,4,19.0,4.75,,,,Procedural,1,0
Georgia Southern,SBC,Delay of Game,2,10.0,5.0,,,,Procedural,1,0
Georgia Southern,SBC,Face Mask,2,22.0,11.0,,,,Other,1,0
Georgia Southern,SBC,Personal Foul,2,8.0,4.0,,,,Personal Foul,1,0
Georgia Southern,SBC,Roughing the Passer,1,0.0,0.0,,,,Personal Foul,0,1
Georgia Southern,SBC,Targeting,1,7.0,7.0,,,,Personal Foul,1,0
Georgia State,SBC,False Start,23,104.0,4.52,,,,Procedural,1,0
Georgia State,SBC,Other / Unclassified,16,64.0,4.0,,,,Other,1,0
Georgia State,SBC,Holding,15,77.0,5.13,,,,Holding/Blocking,1,0
Georgia State,SBC,Delay of Game,5,23.0,4.6,,,,Procedural,1,0
Georgia State,SBC,Pass Interference,5,82.0,16.4,,,,Pass/Coverage,1,0
Georgia State,SBC,Offside,4,15.0,3.75,,,,Procedural,1,0
Georgia State,SBC,Face Mask,3,27.0,9.0,,,,Other,1,0
Georgia State,SBC,Personal Foul,3,19.0,6.33,,,,Personal Foul,1,0
Georgia State,SBC,Roughing the Passer,3,76.0,25.33,,,,Personal Foul,1,0
Georgia State,SBC,Illegal Formation,2,76.0,38.0,,,,Procedural,1,0
Georgia State,SBC,Targeting,1,15.0,15.0,,,,Personal Foul,1,0
Georgia Tech,ACC,Other / Unclassified,13,91.0,7.0,14.0,12.0,16.0,Other,1,0
Georgia Tech,ACC,False Start,12,59.0,4.92,14.0,12.0,16.0,Procedural,1,0
Georgia Tech,ACC,Holding,12,147.0,12.25,14.0,12.0,16.0,Holding/Blocking,1,0
Georgia Tech,ACC,Personal Foul,7,69.0,9.86,14.0,12.0,16.0,Personal Foul,1,0
Georgia Tech,ACC,Pass Interference,4,49.0,12.25,14.0,12.0,16.0,Pass/Coverage,1,0
Georgia Tech,ACC,Offside,3,10.0,3.33,14.0,12.0,16.0,Procedural,1,0
Georgia Tech,ACC,Face Mask,2,49.0,24.5,14.0,12.0,16.0,Other,1,0
Georgia Tech,ACC,Illegal Formation,1,5.0,5.0,14.0,12.0,16.0,Procedural,1,0
Georgia Tech,ACC,Roughing the Passer,1,50.0,50.0,14.0,12.0,16.0,Personal Foul,1,0
Georgia Tech,ACC,Targeting,1,15.0,15.0,14.0,12.0,16.0,Personal Foul,1,0
Hawai'i,MWC,Holding,16,158.0,9.88,,,,Holding/Blocking,1,0
Hawai'i,MWC,False Start,14,56.0,4.0,,,,Procedural,1,0
Hawai'i,MWC,Other / Unclassified,11,52.0,4.73,,,,Other,1,0
Hawai'i,MWC,Pass Interference,9,103.0,11.44,,,,Pass/Coverage,1,0
Hawai'i,MWC,Personal Foul,5,9.0,1.8,,,,Personal Foul,1,0
Hawai'i,MWC,Face Mask,4,49.0,12.25,,,,Other,1,0
Hawai'i,MWC,Delay of Game,3,12.0,4.0,,,,Procedural,1,0
Hawai'i,MWC,Offside,3,131.0,43.67,,,,Procedural,1,0
Hawai'i,MWC,Unsportsmanlike Conduct,3,27.0,9.0,,,,Personal Foul,1,0
Hawai'i,MWC,Roughing the Passer,2,15.0,7.5,,,,Personal Foul,1,0
Hawai'i,MWC,Illegal Formation,1,0.0,0.0,,,,Procedural,0,1
Hawai'i,MWC,Illegal Motion,1,5.0,5.0,,,,Procedural,1,0
Houston,Big 12,Holding,18,240.0,13.33,,,,Holding/Blocking,1,0
Houston,Big 12,False Start,17,45.0,2.65,,,,Procedural,1,0
Houston,Big 12,Pass Interference,15,68.0,4.53,,,,Pass/Coverage,1,0
Houston,Big 12,Other / Unclassified,11,76.0,6.91,,,,Other,1,0
Houston,Big 12,Face Mask,7,84.0,12.0,,,,Other,1,0
Houston,Big 12,Offside,5,32.0,6.4,,,,Procedural,1,0
Houston,Big 12,Unsportsmanlike Conduct,4,22.0,5.5,,,,Personal Foul,1,0
Houston,Big 12,Roughing the Passer,2,0.0,0.0,,,,Personal Foul,0,1
Houston,Big 12,Delay of Game,1,5.0,5.0,,,,Procedural,1,0
Houston,Big 12,Illegal Formation,1,3.0,3.0,,,,Procedural,1,0
Houston,Big 12,Personal Foul,1,0.0,0.0,,,,Personal Foul,0,1
Houston,Big 12,Targeting,1,6.0,6.0,,,,Personal Foul,1,0
Illinois,Big 10,Pass Interference,13,172.0,13.23,,,,Pass/Coverage,1,0
Illinois,Big 10,False Start,12,50.0,4.17,,,,Procedural,1,0
Illinois,Big 10,Holding,11,64.0,5.82,,,,Holding/Blocking,1,0
Illinois,Big 10,Offside,6,33.0,5.5,,,,Procedural,1,0
Illinois,Big 10,Personal Foul,5,28.0,5.6,,,,Personal Foul,1,0
Illinois,Big 10,Other / Unclassified,4,16.0,4.0,,,,Other,1,0
Illinois,Big 10,Unsportsmanlike Conduct,3,69.0,23.0,,,,Personal Foul,1,0
Illinois,Big 10,Roughing,2,15.0,7.5,,,,Personal Foul,1,0
Illinois,Big 10,Roughing the Passer,2,19.0,9.5,,,,Personal Foul,1,0
Illinois,Big 10,Delay of Game,1,5.0,5.0,,,,Procedural,1,0
Illinois,Big 10,Face Mask,1,15.0,15.0,,,,Other,1,0
Illinois,Big 10,Illegal Formation,1,8.0,8.0,,,,Procedural,1,0
Indiana,Big 10,False Start,16,70.0,4.38,2.0,2.0,2.0,Procedural,1,0
Indiana,Big 10,Pass Interference,12,161.0,13.42,2.0,2.0,2.0,Pass/Coverage,1,0
Indiana,Big 10,Holding,9,110.0,12.22,2.0,2.0,2.0,Holding/Blocking,1,0
Indiana,Big 10,Delay of Game,6,30.0,5.0,2.0,2.0,2.0,Procedural,1,0
Indiana,Big 10,Offside,4,10.0,2.5,2.0,2.0,2.0,Procedural,1,0
Indiana,Big 10,Other / Unclassified,4,79.0,19.75,2.0,2.0,2.0,Other,1,0
Indiana,Big 10,Personal Foul,2,11.0,5.5,2.0,2.0,2.0,Personal Foul,1,0
Indiana,Big 10,Face Mask,1,15.0,15.0,2.0,2.0,2.0,Other,1,0
Indiana,Big 10,Illegal Formation,1,9.0,9.0,2.0,2.0,2.0,Procedural,1,0
Iowa,Big 10,Holding,6,65.0,10.83,,,21.0,Holding/Blocking,1,0
Iowa,Big 10,False Start,4,20.0,5.0,,,21.0,Procedural,1,0
Iowa,Big 10,Offside,3,5.0,1.67,,,21.0,Procedural,1,0
Iowa,Big 10,Pass Interference,3,30.0,10.0,,,21.0,Pass/Coverage,1,0
Iowa,Big 10,Personal Foul,3,12.0,4.0,,,21.0,Personal Foul,1,0
Iowa,Big 10,Unsportsmanlike Conduct,3,17.0,5.67,,,21.0,Personal Foul,1,0
Iowa,Big 10,Other / Unclassified,2,43.0,21.5,,,21.0,Other,1,0
Iowa,Big 10,Delay of Game,1,5.0,5.0,,,21.0,Procedural,1,0
Iowa,Big 10,Face Mask,1,13.0,13.0,,,21.0,Other,1,0
Iowa,Big 10,Illegal Formation,1,4.0,4.0,,,21.0,Procedural,1,0
Iowa State,Big 12,Holding,19,382.0,20.11,,,,Holding/Blocking,1,0
Iowa State,Big 12,Pass Interference,12,157.0,13.08,,,,Pass/Coverage,1,0
Iowa State,Big 12,False Start,8,39.0,4.88,,,,Procedural,1,0
Iowa State,Big 12,Other / Unclassified,5,43.0,8.6,,,,Other,1,0
Iowa State,Big 12,Face Mask,3,29.0,9.67,,,,Other,1,0
Iowa State,Big 12,Personal Foul,3,21.0,7.0,,,,Personal Foul,1,0
Iowa State,Big 12,Illegal Formation,2,26.0,13.0,,,,Procedural,1,0
Iowa State,Big 12,Unsportsmanlike Conduct,2,30.0,15.0,,,,Personal Foul,1,0
Iowa State,Big 12,Delay of Game,1,5.0,5.0,,,,Procedural,1,0
Iowa State,Big 12,Offside,1,3.0,3.0,,,,Procedural,1,0
Iowa State,Big 12,Roughing the Passer,1,7.0,7.0,,,,Personal Foul,1,0
J Madison,SBC,Holding,11,64.0,5.82,,,,Holding/Blocking,1,0
J Madison,SBC,False Start,7,25.0,3.57,,,,Procedural,1,0
J Madison,SBC,Other / Unclassified,7,41.0,5.86,,,,Other,1,0
J Madison,SBC,Pass Interference,6,57.0,9.5,,,,Pass/Coverage,1,0
J Madison,SBC,Delay of Game,5,25.0,5.0,,,,Procedural,1,0
J Madison,SBC,Offside,4,20.0,5.0,,,,Procedural,1,0
J Madison,SBC,Personal Foul,3,38.0,12.67,,,,Personal Foul,1,0
J Madison,SBC,Illegal Formation,2,13.0,6.5,,,,Procedural,1,0
J Madison,SBC,Roughing the Passer,2,30.0,15.0,,,,Personal Foul,1,0
J Madison,SBC,Targeting,1,0.0,0.0,,,,Personal Foul,0,1
Jacksonville State,CUSA,Holding,11,61.0,5.55,,,,Holding/Blocking,1,0
Jacksonville State,CUSA,Other / Unclassified,8,44.0,5.5,,,,Other,1,0
Jacksonville State,CUSA,False Start,6,30.0,5.0,,,,Procedural,1,0
Jacksonville State,CUSA,Offside,6,85.0,14.17,,,,Procedural,1,0
Jacksonville State,CUSA,Pass Interference,5,43.0,8.6,,,,Pass/Coverage,1,0
Jacksonville State,CUSA,Delay of Game,4,20.0,5.0,,,,Procedural,1,0
Jacksonville State,CUSA,Face Mask,4,53.0,13.25,,,,Other,1,0
Jacksonville State,CUSA,Personal Foul,3,86.0,28.67,,,,Personal Foul,1,0
Jacksonville State,CUSA,Illegal Formation,2,9.0,4.5,,,,Procedural,1,0
Jacksonville State,CUSA,Targeting,2,19.0,9.5,,,,Personal Foul,1,0
Jacksonville State,CUSA,Unsportsmanlike Conduct,2,0.0,0.0,,,,Personal Foul,0,1
Kansas,Big 12,Holding,16,110.0,6.88,,,,Holding/Blocking,1,0
Kansas,Big 12,Other / Unclassified,11,133.0,12.09,,,,Other,1,0
Kansas,Big 12,False Start,9,44.0,4.89,,,,Procedural,1,0
Kansas,Big 12,Pass Interference,4,21.0,5.25,,,,Pass/Coverage,1,0
Kansas,Big 12,Offside,3,12.0,4.0,,,,Procedural,1,0
Kansas,Big 12,Unsportsmanlike Conduct,3,45.0,15.0,,,,Personal Foul,1,0
Kansas,Big 12,Delay of Game,2,9.0,4.5,,,,Procedural,1,0
Kansas,Big 12,Face Mask,2,18.0,9.0,,,,Other,1,0
Kansas,Big 12,Illegal Formation,1,1.0,1.0,,,,Procedural,1,0
Kansas,Big 12,Illegal Motion,1,3.0,3.0,,,,Procedural,1,0
Kansas,Big 12,Roughing the Passer,1,0.0,0.0,,,,Personal Foul,0,1
Kansas State,Big 12,Holding,9,104.0,11.56,,,,Holding/Blocking,1,0
Kansas State,Big 12,Face Mask,5,61.0,12.2,,,,Other,1,0
Kansas State,Big 12,Delay of Game,3,10.0,3.33,,,,Procedural,1,0
Kansas State,Big 12,False Start,3,10.0,3.33,,,,Procedural,1,0
Kansas State,Big 12,Other / Unclassified,3,17.0,5.67,,,,Other,1,0
Kansas State,Big 12,Pass Interference,3,39.0,13.0,,,,Pass/Coverage,1,0
Kansas State,Big 12,Unsportsmanlike Conduct,2,28.0,14.0,,,,Personal Foul,1,0
Kansas State,Big 12,Illegal Formation,1,7.0,7.0,,,,Procedural,1,0
Kansas State,Big 12,Personal Foul,1,0.0,0.0,,,,Personal Foul,0,1
Kennesaw State,CUSA,Holding,16,276.0,17.25,,,,Holding/Blocking,1,0
Kennesaw State,CUSA,False Start,9,45.0,5.0,,,,Procedural,1,0
Kennesaw State,CUSA,Other / Unclassified,7,92.0,13.14,,,,Other,1,0
Kennesaw State,CUSA,Illegal Formation,4,51.0,12.75,,,,Procedural,1,0
Kennesaw State,CUSA,Offside,4,19.0,4.75,,,,Procedural,1,0
Kennesaw State,CUSA,Pass Interference,4,60.0,15.0,,,,Pass/Coverage,1,0
Kennesaw State,CUSA,Delay of Game,3,15.0,5.0,,,,Procedural,1,0
Kennesaw State,CUSA,Unsportsmanlike Conduct,3,28.0,9.33,,,,Personal Foul,1,0
Kennesaw State,CUSA,Roughing,1,15.0,15.0,,,,Personal Foul,1,0
Kennesaw State,CUSA,Roughing the Passer,1,17.0,17.0,,,,Personal Foul,1,0
Kennesaw State,CUSA,Targeting,1,6.0,6.0,,,,Personal Foul,1,0
Kent State,MAC,False Start,14,58.0,4.14,,,,Procedural,1,0
Kent State,MAC,Other / Unclassified,14,199.0,14.21,,,,Other,1,0
Kent State,MAC,Delay of Game,6,25.0,4.17,,,,Procedural,1,0
Kent State,MAC,Holding,6,99.0,16.5,,,,Holding/Blocking,1,0
Kent State,MAC,Face Mask,4,34.0,8.5,,,,Other,1,0
Kent State,MAC,Unsportsmanlike Conduct,4,37.0,9.25,,,,Personal Foul,1,0
Kent State,MAC,Illegal Formation,3,10.0,3.33,,,,Procedural,1,0
Kent State,MAC,Pass Interference,3,15.0,5.0,,,,Pass/Coverage,1,0
Kent State,MAC,Personal Foul,2,35.0,17.5,,,,Personal Foul,1,0
Kent State,MAC,Offside,1,2.0,2.0,,,,Procedural,1,0
Kent State,MAC,Roughing,1,0.0,0.0,,,,Personal Foul,0,1
Kent State,MAC,Roughing the Kicker,1,51.0,51.0,,,,Personal Foul,1,0
Kentucky,SEC,Holding,14,131.0,9.36,,,,Holding/Blocking,1,0
Kentucky,SEC,Pass Interference,10,127.0,12.7,,,,Pass/Coverage,1,0
Kentucky,SEC,Other / Unclassified,9,60.0,6.67,,,,Other,1,0
Kentucky,SEC,Offside,7,33.0,4.71,,,,Procedural,1,0
Kentucky,SEC,False Start,6,30.0,5.0,,,,Procedural,1,0
Kentucky,SEC,Personal Foul,4,42.0,10.5,,,,Personal Foul,1,0
Kentucky,SEC,Illegal Formation,2,42.0,21.0,,,,Procedural,1,0
Kentucky,SEC,Face Mask,1,15.0,15.0,,,,Other,1,0
Kentucky,SEC,Roughing,1,50.0,50.0,,,,Personal Foul,1,0
LSU,SEC,False Start,19,64.0,3.37,,,,Procedural,1,0
LSU,SEC,Pass Interference,13,162.0,12.46,,,,Pass/Coverage,1,0
LSU,SEC,Holding,11,56.0,5.09,,,,Holding/Blocking,1,0
LSU,SEC,Other / Unclassified,6,61.0,10.17,,,,Other,1,0
LSU,SEC,Offside,5,20.0,4.0,,,,Procedural,1,0
LSU,SEC,Illegal Formation,4,22.0,5.5,,,,Procedural,1,0
LSU,SEC,Unsportsmanlike Conduct,3,1.0,0.33,,,,Personal Foul,1,0
LSU,SEC,Delay of Game,2,10.0,5.0,,,,Procedural,1,0
LSU,SEC,Face Mask,1,0.0,0.0,,,,Other,0,1
LSU,SEC,Personal Foul,1,0.0,0.0,,,,Personal Foul,0,1
LSU,SEC,Roughing,1,0.0,0.0,,,,Personal Foul,0,1
LSU,SEC,Targeting,1,59.0,59.0,,,,Personal Foul,1,0
La Tech,CUSA,Other / Unclassified,14,238.0,17.0,,,,Other,1,0
La Tech,CUSA,Holding,10,65.0,6.5,,,,Holding/Blocking,1,0
La Tech,CUSA,False Start,7,35.0,5.0,,,,Procedural,1,0
La Tech,CUSA,Pass Interference,7,97.0,13.86,,,,Pass/Coverage,1,0
La Tech,CUSA,Offside,6,24.0,4.0,,,,Procedural,1,0
La Tech,CUSA,Face Mask,5,89.0,17.8,,,,Other,1,0
La Tech,CUSA,Unsportsmanlike Conduct,5,83.0,16.6,,,,Personal Foul,1,0
La Tech,CUSA,Personal Foul,2,16.0,8.0,,,,Personal Foul,1,0
La Tech,CUSA,Delay of Game,1,5.0,5.0,,,,Procedural,1,0
La Tech,CUSA,Illegal Formation,1,39.0,39.0,,,,Procedural,1,0
La Tech,CUSA,Roughing the Passer,1,15.0,15.0,,,,Personal Foul,1,0
Liberty,CUSA,Holding,15,199.0,13.27,,,,Holding/Blocking,1,0
Liberty,CUSA,False Start,8,35.0,4.38,,,,Procedural,1,0
Liberty,CUSA,Personal Foul,7,68.0,9.71,,,,Personal Foul,1,0
Liberty,CUSA,Other / Unclassified,6,76.0,12.67,,,,Other,1,0
Liberty,CUSA,Delay of Game,4,20.0,5.0,,,,Procedural,1,0
Liberty,CUSA,Unsportsmanlike Conduct,3,27.0,9.0,,,,Personal Foul,1,0
Liberty,CUSA,Offside,2,10.0,5.0,,,,Procedural,1,0
Liberty,CUSA,Roughing the Passer,2,15.0,7.5,,,,Personal Foul,1,0
Liberty,CUSA,Pass Interference,1,15.0,15.0,,,,Pass/Coverage,1,0
Louisiana,SBC,False Start,16,76.0,4.75,,,,Procedural,1,0
Louisiana,SBC,Other / Unclassified,12,58.0,4.83,,,,Other,1,0
Louisiana,SBC,Pass Interference,12,164.0,13.67,,,,Pass/Coverage,1,0
Louisiana,SBC,Holding,10,92.0,9.2,,,,Holding/Blocking,1,0
Louisiana,SBC,Offside,7,31.0,4.43,,,,Procedural,1,0
Louisiana,SBC,Face Mask,5,39.0,7.8,,,,Other,1,0
Louisiana,SBC,Personal Foul,5,145.0,29.0,,,,Personal Foul,1,0
Louisiana,SBC,Roughing the Passer,5,75.0,15.0,,,,Personal Foul,1,0
Louisiana,SBC,Delay of Game,3,15.0,5.0,,,,Procedural,1,0
Louisiana,SBC,Illegal Formation,2,17.0,8.5,,,,Procedural,1,0
